iter,MH,MW,MAG,ROT
666,0.007713,0.019397,0.006636,11.6
667,0.011022,0.01406,0.01254,2.84
668,0.003412,0.017398,0.009039,16.25
669,0.002428,0.011109,0.00582,18.61
670,0.010037,0.016443,0.012008,2.06
671,0.008697,0.009108,0.008583,13.31
672,0.005838,0.022442,0.014916,7.35
673,0.006065,0.011994,0.011569,4.19
674,0.008471,0.016582,0.005559,15.14
675,0.010304,0.009992,0.014007,8.9
676,0.002159,0.022581,0.007537,10.44
677,0.003144,0.008916,0.006975,14.65
678,0.011289,0.019501,0.010819,6.23
679,0.007486,0.014917,0.00985,20.0
680,0.005081,0.017502,0.013527,0.91
681,0.004588,0.01059,0.009242,6.95
682,0.007322,0.021991,0.012929,13.54
683,0.011454,0.012591,0.006333,2.3
684,0.003636,0.015992,0.010167,18.22
685,0.001996,0.013515,0.014615,16.8
686,0.009813,0.018912,0.008135,2.76
687,0.008963,0.007514,0.012211,11.52
688,0.006229,0.020911,0.006211,8.06
689,0.006606,0.007218,0.012667,19.18
690,0.009161,0.020364,0.008833,0.09
691,0.009605,0.013217,0.010429,13.83
692,0.001628,0.018363,0.006742,5.41
693,0.003925,0.012138,0.008711,9.64
694,0.011902,0.015288,0.014711,11.18
695,0.006864,0.010139,0.005636,4.93
696,0.004309,0.021288,0.012115,15.88
697,0.005129,0.01437,0.005037,12.02
698,0.008011,0.017203,0.011507,8.57
699,0.010754,0.008371,0.008059,17.31
700,0.003106,0.019205,0.014069,3.27
701,0.002778,0.009291,0.011027,1.87
702,0.010425,0.022128,0.00735,17.79
703,0.008339,0.01129,0.013319,6.53
704,0.005457,0.016127,0.009475,13.11
705,0.005598,0.014823,0.013614,8.63
706,0.008282,0.01772,0.0098,12.04
707,0.010443,0.008823,0.010712,3.29
708,0.002677,0.019721,0.007045,17.37
709,0.003005,0.009775,0.007744,17.54
710,0.010771,0.022675,0.013764,1.58
711,0.007953,0.011774,0.005333,12.82
712,0.00527,0.016674,0.011832,6.27
713,0.00445,0.007734,0.005945,0.23
714,0.006804,0.020818,0.012434,19.28
715,0.01192,0.013732,0.008381,5.51
716,0.003826,0.018817,0.01441,13.97
717,0.001529,0.012684,0.0101,11.01
718,0.009623,0.015772,0.006442,9.43
719,0.009101,0.010685,0.012977,15.67
720,0.006747,0.021773,0.009153,4.76
721,0.006129,0.010106,0.011911,13.64
722,0.008981,0.021443,0.005881,7.09
723,0.009753,0.012107,0.014935,18.36
724,0.002136,0.015444,0.008446,2.4
725,0.003777,0.013062,0.006653,2.55
726,0.011394,0.018396,0.010477,16.63
727,0.00734,0.007061,0.008942,7.88
728,0.004489,0.020395,0.0126,11.3
729,0.00498,0.011447,0.009545,15.16
730,0.007504,0.016097,0.013212,4.25
731,0.011231,0.009446,0.0073,10.5
732,0.003285,0.022096,0.011114,8.92
733,0.002301,0.008401,0.014332,5.94
734,0.010246,0.019047,0.007833,14.4
735,0.008488,0.014402,0.011264,0.66
736,0.005965,0.017048,0.005244,19.71
737,0.005862,0.008512,0.008273,11.85
738,0.008593,0.019912,0.014597,7.81
739,0.010183,0.014513,0.00615,16.54
740,0.002363,0.017913,0.012308,3.09
741,0.003347,0.011594,0.012869,2.0
742,0.011167,0.01699,0.009339,18.59
743,0.007608,0.009593,0.010304,7.33
744,0.004877,0.022989,0.006316,13.25
745,0.004712,0.013916,0.010917,19.62
746,0.007116,0.018503,0.006919,1.2
747,0.01166,0.007915,0.013506,14.95
748,0.003512,0.020502,0.009986,5.87
749,0.001871,0.010995,0.005537,9.16
750,0.010019,0.021578,0.011705,10.11
751,0.008756,0.012996,0.007636,3.85
752,0.006353,0.015579,0.01395,15.39
753,0.006479,0.012291,0.007486,6.82
754,0.00937,0.015126,0.011006,12.74
755,0.009396,0.010292,0.009419,1.49
756,0.001755,0.021127,0.013417,18.08
757,0.004052,0.007368,0.01145,16.97
758,0.011693,0.020207,0.005136,3.52
759,0.007073,0.013367,0.014205,12.28
760,0.004182,0.018206,0.008037,8.24
761,0.00533,0.00914,0.014808,4.67
762,0.007892,0.022287,0.00865,16.21
763,0.010873,0.011139,0.012097,9.98
764,0.002905,0.016286,0.005773,10.93
765,0.002577,0.014215,0.008816,14.21
766,0.010545,0.017366,0.012804,5.12
767,0.00822,0.008216,0.006839,18.88
768,0.005659,0.019367,0.010369,0.46
769,0.005674,0.008249,0.014587,13.24
770,0.008206,0.019332,0.008244,7.28
771,0.010529,0.01425,0.012337,18.53
772,0.002591,0.017333,0.006161,1.98
773,0.002919,0.01117,0.009368,3.08
774,0.010857,0.016257,0.012879,16.5
775,0.007878,0.009169,0.006305,7.74
776,0.005346,0.022256,0.010276,11.82
777,0.004197,0.01334,0.006947,15.47
778,0.007056,0.018236,0.010928,3.89
779,0.011678,0.007339,0.009976,10.12
780,0.004068,0.020235,0.013477,9.2
781,0.001772,0.010258,0.011694,5.93
782,0.009381,0.021158,0.005509,14.97
783,0.009353,0.012259,0.013979,1.22
784,0.006494,0.015159,0.007646,19.68
785,0.006379,0.012961,0.010977,8.25
786,0.008731,0.015612,0.007476,12.32
787,0.009993,0.010962,0.013428,3.59
788,0.001897,0.021613,0.009447,17.01
789,0.003537,0.007886,0.005146,18.09
790,0.011633,0.020533,0.011479,1.55
791,0.00709,0.013885,0.008009,12.81
792,0.004739,0.018532,0.014194,6.85
793,0.004902,0.009622,0.008661,0.4
794,0.007582,0.022961,0.014836,18.86
795,0.011142,0.011621,0.005744,5.11
796,0.003373,0.01696,0.012087,14.15
797,0.002389,0.014545,0.012776,10.86
798,0.010158,0.01788,0.008805,9.95
799,0.008567,0.008546,0.010379,16.21
800,0.005886,0.019881,0.006868,4.63
801,0.00595,0.01443,0.009772,6.3
802,0.008504,0.017018,0.013604,12.89
803,0.010261,0.008431,0.007055,1.62
804,0.002285,0.019019,0.010741,17.54
805,0.003269,0.00948,0.013774,17.39
806,0.011245,0.022064,0.007772,3.35
807,0.00752,0.011479,0.011803,12.1
808,0.004966,0.016063,0.005323,8.64
809,0.004472,0.007028,0.012444,4.7
810,0.007356,0.020429,0.005974,15.66
811,0.01141,0.013028,0.014382,9.4
812,0.003762,0.018428,0.00837,10.94
813,0.002121,0.012077,0.006413,13.93
814,0.00977,0.015473,0.01009,5.5
815,0.008996,0.010077,0.009164,19.24
816,0.006113,0.021475,0.013006,0.16
817,0.006721,0.010655,0.005871,11.28
818,0.009128,0.021801,0.011882,7.82
819,0.009649,0.012656,0.008475,16.57
820,0.001503,0.015802,0.014945,2.53
821,0.0038,0.013701,0.010505,2.36
822,0.011945,0.018851,0.006664,18.28
823,0.00683,0.0077,0.012589,7.05
824,0.004425,0.02085,0.008913,13.63
825,0.005244,0.011808,0.013241,19.75
826,0.007978,0.016642,0.009555,0.67
827,0.010797,0.009808,0.011104,14.43
828,0.00298,0.022641,0.007272,6.01
829,0.002652,0.008852,0.007823,8.97
830,0.010469,0.01969,0.014303,10.51
831,0.008306,0.014853,0.005272,4.27
832,0.005573,0.017691,0.011274,15.22
833,0.005473,0.011261,0.005568,0.88
834,0.008325,0.016158,0.011599,19.93
835,0.01041,0.00926,0.007508,6.19
836,0.002792,0.022157,0.013997,14.65
837,0.00312,0.008336,0.010789,10.42
838,0.010738,0.019237,0.006966,8.84
839,0.007997,0.014337,0.013537,15.09
840,0.005145,0.017238,0.00988,4.17
841,0.004324,0.01017,0.0129,8.11
842,0.006848,0.021255,0.009233,11.53
843,0.011887,0.012171,0.010176,2.79
844,0.003942,0.015255,0.006363,16.87
845,0.001645,0.013248,0.008145,18.26
846,0.00959,0.018336,0.014644,2.31
847,0.009144,0.007246,0.006181,13.57
848,0.006621,0.020335,0.012202,7.03
849,0.006255,0.007544,0.008863,15.91
850,0.008937,0.020882,0.012676,4.99
851,0.009787,0.013544,0.006733,11.24
852,0.002021,0.018881,0.0104,9.66
853,0.003662,0.012624,0.014702,5.45
854,0.011427,0.015957,0.008681,13.91
855,0.007297,0.010625,0.012144,0.14
856,0.004615,0.021958,0.005645,19.18
857,0.005106,0.014884,0.011497,13.07
858,0.007461,0.017534,0.005008,6.52
859,0.011264,0.008885,0.014099,17.76
860,0.00317,0.019534,0.008068,1.8
861,0.002185,0.009965,0.00738,3.22
862,0.01028,0.02261,0.011037,17.3
863,0.008445,0.011963,0.009466,8.54
864,0.00609,0.01661,0.013289,11.96
865,0.005823,0.009076,0.010069,18.95
866,0.008713,0.022476,0.006548,0.53
867,0.010052,0.011075,0.013105,14.29
868,0.002412,0.016475,0.009105,5.21
869,0.003396,0.01403,0.006074,9.73
870,0.011036,0.017426,0.012387,10.68
871,0.007729,0.008031,0.008351,4.45
872,0.004839,0.019427,0.014517,15.99
873,0.004674,0.012477,0.007713,12.34
874,0.007236,0.015065,0.01387,8.3
875,0.01153,0.010478,0.005461,17.07
876,0.003561,0.021066,0.011784,3.61
877,0.00192,0.007433,0.013743,1.26
878,0.009889,0.020017,0.009752,17.84
879,0.008877,0.013432,0.010682,6.59
880,0.006314,0.018016,0.007151,12.51
881,0.006517,0.013855,0.014284,3.94
882,0.009249,0.018689,0.007961,15.49
883,0.009527,0.007854,0.01137,9.22
884,0.001706,0.020688,0.005214,10.18
885,0.004004,0.010805,0.009651,14.72
886,0.011824,0.021643,0.013182,5.64
887,0.006952,0.012806,0.007252,19.38
888,0.004221,0.015644,0.011242,0.96
889,0.005369,0.008701,0.006605,7.41
890,0.007772,0.019848,0.010605,13.33
891,0.011004,0.014702,0.009048,2.08
892,0.002856,0.017849,0.012569,18.66
893,0.002528,0.011654,0.012017,16.32
894,0.010675,0.016804,0.005851,2.87
895,0.0081,0.009653,0.014887,11.6
896,0.005697,0.022804,0.008574,7.56
897,0.005765,0.013089,0.012157,10.02
898,0.008115,0.018486,0.005678,9.1
899,0.01061,0.007088,0.014746,15.33
900,0.00251,0.020485,0.008746,3.75
901,0.002838,0.010008,0.006778,1.1
902,0.010938,0.021409,0.010465,19.57
903,0.007787,0.012009,0.008876,5.81
904,0.005437,0.01541,0.01271,14.85
905,0.004288,0.008498,0.009513,18.49
906,0.006965,0.019083,0.013357,1.94
907,0.011758,0.014499,0.007391,13.19
908,0.003988,0.017084,0.011068,7.23
909,0.001691,0.011419,0.014109,7.71
910,0.009462,0.016007,0.008099,11.79
911,0.009262,0.009418,0.011545,3.03
912,0.006585,0.022006,0.005075,16.45
913,0.006291,0.009873,0.013568,5.07
914,0.00882,0.02271,0.009891,14.11
915,0.009915,0.011872,0.010857,0.36
916,0.001975,0.016709,0.007013,18.82
917,0.003615,0.014796,0.007575,16.15
918,0.011555,0.017629,0.014045,4.58
919,0.007179,0.008796,0.005599,10.84
920,0.00465,0.01963,0.011609,9.92
921,0.004814,0.012712,0.006246,3.46
922,0.007671,0.015862,0.012246,16.88
923,0.011064,0.010713,0.008178,8.14
924,0.003452,0.021862,0.014658,12.22
925,0.002467,0.007637,0.01021,12.68
926,0.01008,0.020783,0.006376,6.73
927,0.008655,0.013636,0.012964,17.98
928,0.005798,0.018782,0.009278,1.44
929,0.006023,0.007279,0.007206,9.52
930,0.008431,0.020179,0.011174,11.07
931,0.010344,0.013278,0.009641,4.81
932,0.002202,0.018178,0.013151,15.77
933,0.003186,0.012327,0.01136,19.37
934,0.011329,0.015223,0.005182,0.29
935,0.007447,0.010328,0.014237,14.03
936,0.005039,0.021224,0.007893,5.61
937,0.004546,0.01418,0.014874,1.67
938,0.007282,0.017268,0.008541,17.6
939,0.011493,0.008181,0.011973,6.33
940,0.003679,0.019269,0.005785,12.91
941,0.002038,0.00923,0.009003,12.14
942,0.009853,0.022314,0.012504,8.68
943,0.008923,0.011229,0.006593,17.43
944,0.006186,0.016313,0.010571,3.39
945,0.006646,0.011558,0.008285,14.46
946,0.009203,0.016892,0.014472,6.04
947,0.009563,0.009557,0.00604,19.8
948,0.001589,0.022891,0.012374,0.72
949,0.003885,0.008602,0.013072,4.31
950,0.01186,0.01994,0.009093,15.26
951,0.006906,0.014603,0.010004,9.02
952,0.004349,0.017941,0.006504,10.56
953,0.005169,0.010905,0.010651,16.68
954,0.008054,0.021552,0.007141,2.65
955,0.010711,0.012906,0.013674,11.4
956,0.003066,0.015553,0.009706,7.94
957,0.002738,0.01395,0.005394,7.15
958,0.010383,0.018601,0.011737,13.73
959,0.008382,0.007949,0.007682,2.5
960,0.005497,0.0206,0.01386,18.42
961,0.005556,0.010421,0.008002,2.67
962,0.008242,0.021004,0.01417,16.74
963,0.010483,0.012422,0.005093,8.0
964,0.002719,0.015005,0.011407,11.42
965,0.003047,0.013498,0.013374,13.44
966,0.010811,0.018085,0.009376,6.9
967,0.007914,0.007497,0.010971,18.16
968,0.005228,0.020084,0.007451,2.2
969,0.004408,0.011011,0.010329,6.13
970,0.006764,0.016407,0.006799,14.59
971,0.01196,0.00901,0.012766,0.86
972,0.003869,0.022406,0.008778,19.9
973,0.001572,0.008087,0.005735,15.04
974,0.009663,0.019487,0.012059,4.13
975,0.009061,0.014088,0.00861,10.38
976,0.006704,0.017488,0.014768,8.8
977,0.006169,0.014633,0.006278,17.73
978,0.009023,0.017784,0.010266,1.77
979,0.009711,0.008634,0.009299,13.01
980,0.002097,0.019785,0.012829,6.47
981,0.003737,0.009714,0.012268,8.51
982,0.011352,0.022861,0.00611,11.93
983,0.007383,0.011713,0.014559,3.17
984,0.004529,0.01686,0.008235,17.25
985,0.00502,0.007794,0.013907,11.12
986,0.007546,0.020633,0.007593,9.54
987,0.011188,0.013793,0.01167,15.79
988,0.003245,0.018632,0.005502,4.87
989,0.002261,0.012873,0.009951,0.03
990,0.010204,0.015708,0.013471,19.08
991,0.008531,0.010874,0.006876,5.31
992,0.006004,0.021709,0.010874,13.77
993,0.005904,0.012227,0.01264,17.17
994,0.008632,0.015315,0.008982,3.72
995,0.010143,0.010228,0.010515,12.48
996,0.002321,0.021316,0.006691,8.44
997,0.003305,0.007183,0.008483,6.71
998,0.011127,0.020267,0.014972,12.62
999,0.007648,0.013182,0.005921,1.38
1000,0.004919,0.018267,0.011951,17.96
1001,0.004755,0.009326,0.005279,14.32
1002,0.007155,0.022227,0.011299,5.24
1003,0.01162,0.011325,0.007876,19.0
1004,0.00347,0.016225,0.014374,0.58
1005,0.001829,0.014279,0.011157,4.48
1006,0.00998,0.017176,0.007343,16.02
1007,0.008796,0.00828,0.013248,9.78
1008,0.006395,0.019177,0.00958,10.74
1009,0.006439,0.008952,0.011874,2.12
1010,0.009327,0.019598,0.005375,18.71
1011,0.009438,0.014953,0.013799,7.45
1012,0.001795,0.017599,0.007779,13.37
1013,0.004092,0.011904,0.007081,11.66
1014,0.011735,0.016554,0.010748,7.62
1015,0.007031,0.009903,0.009843,16.35
1016,0.004142,0.022553,0.013657,2.89
1017,0.005291,0.013605,0.009191,9.35
1018,0.00785,0.018939,0.013015,10.31
1019,0.010915,0.007604,0.006482,4.05
1020,0.002944,0.020938,0.01014,15.59
1021,0.002616,0.010556,0.014451,19.51
1022,0.010587,0.021893,0.008422,1.09
1023,0.008178,0.012556,0.012472,14.83
1024,0.005619,0.015894,0.005983,5.75
