iter,MH,MW,MAG,ROT,LW1,LW2,Theta1,Theta2,I0,I1,I2,phi0,phi1,phi2
208,0.002296,0.020442,0.011371,12.72,0.00289,0.003397,18.14,0.276531,10.29,9.35,10.79,1.85,-2.54,-0.5
209,0.010469,0.016449,0.007618,8.86,0.001717,0.002036,20.24,0.432183,9.28,10.78,9.02,-1.42,3.88,2.66
210,0.006589,0.019731,0.005157,3.79,0.002459,0.003662,21.69,0.109868,10.53,9.78,10.44,2.96,1.62,0.900000000000006
211,0.006992,0.023465,0.010831,12.27,0.001802,0.002107,20.39,0.598296,10.76,10.48,10.42,2.45,-4.16,1.41
212,0.008273,0.019648,0.009583,6.15,0.002598,0.003468,18.49,0.129917,9.76,9.9,9.65,-2.1,2.85,-4.26000000000001
213,0.002513,0.016679,0.006966,1.2,0.001359,0.002842,19.94,0.413109,10.01,10.91,10.83,3.52,0.12,-2.5
214,0.004472,0.02178,0.008089,2.6,0.00107,0.002481,21.13,0.330478,9.37,9.7,9.37,4.27,-1.13,-2.70999999999999
215,0.00774,0.024437,0.005316,7.57,0.002824,0.003857,20.68,0.52407,10.62,10.74,10.16,-0.11,-3.4,-0.879999999999996
216,0.005033,0.018744,0.014063,14.02,0.001529,0.002718,18.7,0.18092,9.62,9.14,9.9,0.39,4.55,3.7
217,0.005671,0.020788,0.005737,18.37,0.00272,0.002933,21.3,0.299044,9.44,10.85,9.77,1.51,1.53,-0.0600000000000023
218,0.007103,0.01728,0.014485,4.43,0.001923,0.00351,19.32,0.392181,10.44,9.28,10.04,-1.79,-0.19,2.86
219,0.011387,0.022819,0.008354,13.36,0.00148,0.003307,20.76,0.49642,10.69,9.84,10.7,-2.87,4.26,-3.23
220,0.003839,0.018999,0.012101,9.48,0.002182,0.002134,18.87,0.214306,9.69,10.29,9.5,2.59,-3.07,1.03
221,0.00315,0.023791,0.012834,6.81,0.002394,0.002557,20.06,0.562469,10.92,9.07,10.95,4.59,3.15,3.78
222,0.009584,0.018097,0.006586,10.36,0.001191,0.003883,18.07,0.156102,9.93,10.55,9.25,-4.93,-4.5,-1.56
223,0.008905,0.022385,0.010607,1.78,0.00165,0.003183,21.5,0.232494,9.17,10.11,9.53,-1.04,1.04,2.02
224,0.00636,0.015753,0.00936,15.43,0.002946,0.002259,19.61,0.45089,10.18,9.52,10.29,0.69,-2.23,-4.81
225,0.006339,0.022416,0.006182,5.48,0.002325,0.003515,21.06,0.537294,10.28,9.88,10.87,-3.88,-1.92,3.75
226,0.009604,0.023822,0.008486,0.61,0.00157,0.002139,20.51,0.320661,9.53,10.94,9.66,0.49,-4.82,0.510000000000005
227,0.003172,0.01811,0.01224,16.6,0.002772,0.003309,18.61,0.351066,10.54,9.44,10.39,-0.3,3.47,-2.66
228,0.003859,0.022849,0.012659,19.54,0.002561,0.003889,20.3,0.269474,9.83,10.17,9.91,-1.9,-2.77,-2.45
229,0.011405,0.019013,0.006407,3.26,0.001859,0.002559,18.32,0.425596,10.83,9.7,10.14,2.33,3.96,4.63
230,0.007085,0.020818,0.01012,14.68,0.001303,0.002265,21.76,0.588005,10.09,9.14,10.61,3.73,-0.5,-4.28
231,0.005651,0.017294,0.008867,8.15,0.002098,0.003185,19.87,0.118875,9.08,10.73,9.32,-3.29,1.85,1.45999999999999
232,0.005014,0.024425,0.01101,3.77,0.001149,0.003463,20.13,0.235113,9.98,9.25,9.44,-4.81,4.88,-4.78
233,0.007723,0.018711,0.009758,17.78,0.002446,0.002105,18.24,0.454223,10.98,10.87,10.74,4.38,-3.73,1.97
234,0.004492,0.015118,0.007453,12.69,0.001691,0.003729,19.7,0.151286,9.23,9.82,9.78,-1.25,-0.84,3.81
235,0.002535,0.020173,0.007639,10.95,0.00198,0.003086,21.39,0.498535,10.4,10.54,10.27,-1.59,0.45,1.06
236,0.010241,0.016647,0.011391,7.48,0.002683,0.002479,19.49,0.218141,9.4,9.08,9.53,1.4,-1.6,-3.27
237,0.008254,0.023454,0.005177,16.09,0.002219,0.002712,20.93,0.293499,9.65,9.52,9.19,2.78,2.55,2.81999999999999
238,0.006971,0.019615,0.01393,2.37,0.001423,0.003855,18.94,0.387869,10.65,10.11,10.99,-2.97,-3.87,-0.0300000000000011
239,0.006608,0.023419,0.009604,14.04,0.002829,0.002409,19.14,0.305677,10.93,9.67,10.91,-2.25,1.29,-2.03
240,0.008667,0.019756,0.010851,7.53,0.001501,0.003017,21.24,0.399314,9.93,10.21,9.17,1.97,-0.1,4.81
241,0.010448,0.020451,0.006986,18.92,0.001088,0.003783,18.68,0.487336,9.18,10.64,9.57,3.38,4.18,-3.79000000000001
242,0.002277,0.016475,0.013234,2.62,0.002261,0.002641,20.69,0.205722,10.17,9.23,10.37,-3.66,-2.83,1.56999999999999
243,0.004089,0.021355,0.011857,1.24,0.002034,0.002034,18.38,0.538353,9.44,10.38,9.82,-4.16,3.38,3.23
244,0.011146,0.015504,0.00811,17.21,0.001362,0.003391,20.49,0.131479,10.44,10,10.12,3.81,-4.57,-1.04000000000001
245,0.004796,0.01816,0.005336,12.32,0.002619,0.002767,21.95,0.473051,9.69,10.94,9.42,-0.56,-2.46,-2.87
246,0.005428,0.021058,0.014463,15.45,0.00163,0.002615,18.05,0.575647,9.37,9.04,9.29,-1.3,-4.24,0.870000000000005
247,0.007336,0.017085,0.005716,1.75,0.002958,0.003945,20.07,0.107737,10.37,10.58,10.53,1.64,3.09,-3.7
248,0.003452,0.019116,0.008333,6.84,0.001217,0.002319,21.62,0.437713,9.62,9.6,9.95,-2.73,0.2,-0.530000000000001
249,0.00291,0.024304,0.006566,9.52,0.001491,0.002989,19.31,0.33955,10.76,10.75,10.5,-4.49,-1.06,-4.65000000000001
250,0.009304,0.021961,0.009338,4.38,0.002748,0.003365,18.76,0.517426,9.01,9.81,9.05,1.14,-3.17,-1.41
251,0.00597,0.016112,0.010587,18.41,0.001918,0.002194,20.86,0.1738,10.01,10.31,10.78,-0.86,4.48,4.25
252,0.005834,0.023984,0.013508,11.98,0.002081,0.002366,18.73,0.113874,9.89,9.94,10.19,1.5,-3.54,-4.51000000000001
253,0.0094,0.017957,0.007257,5.86,0.001253,0.003192,20.63,0.583241,10.89,10.43,9.89,-1.77,4.73,2.31
254,0.01011,0.022265,0.011205,16.93,0.001837,0.003992,19.2,0.428156,10.14,11,9.36,-2.88,-0.65,-1.27
255,0.002655,0.015925,0.009951,0.87,0.002508,0.002568,21.19,0.272774,9.13,9.38,10.59,2.61,1.99,4.06999999999999
256,0.003353,0.020659,0.005137,2.93,0.002782,0.002242,20,0.377795,10.49,10.23,9.1,4.59,-1.76,0.739999999999995
257,0.00759,0.023003,0.007676,7.86,0.001043,0.003616,18.44,0.16474,9.75,9.21,10.44,-1.03,-4.02,2.56999999999999
258,0.005137,0.018851,0.011429,14.31,0.00237,0.002941,20.43,0.508848,10.75,10.66,9.64,0.67,2.68,-0.359999999999999
259,0.004505,0.021617,0.008684,18.7,0.001382,0.002656,19.57,0.408251,10.32,9.31,9.51,2.43,0.9,3.37
260,0.008222,0.01528,0.012435,4.76,0.002209,0.003768,21.56,0.314133,9.31,10.81,10.31,-2.07,-2.06,-1.20999999999999
261,0.011284,0.024586,0.005988,13.65,0.002637,0.003032,18.11,0.199224,9.57,10.37,10.96,-3.2,3.64,0.200000000000003
262,0.00399,0.018562,0.014741,9.78,0.001967,0.002394,20,0.480343,10.57,9.76,9.23,3.55,-4.95,-3.04000000000001
263,0.008474,0.019389,0.011865,14.39,0.002764,0.002424,20.09,0.524481,9.86,10.07,9.9,2.65,-2.08,3.75
264,0.010743,0.019455,0.008908,10.07,0.002911,0.003644,20.8,0.546315,10.8,9.02,9.48,-4.02,-2.62,4.99
265,0.008763,0.02001,0.012622,1.45,0.002498,0.003407,19.37,0.467036,10.05,9.58,9.76,-0.09,1.67,-3.92
266,0.006472,0.016798,0.006369,15.1,0.001172,0.002018,21.26,0.24769,9.05,10.04,10.06,0.35,-0.36,1.73999999999999
267,0.006719,0.020611,0.011964,8.49,0.002577,0.003714,20.56,0.447046,9.28,9.73,10.08,4.86,2.92,1.23
268,0.008546,0.016325,0.008217,14.92,0.00178,0.002852,18.55,0.228432,10.28,10.15,9.85,-4.66,-4.11,-3.41
269,0.002396,0.019919,0.005834,19.91,0.002021,0.003478,19.02,0.566548,9.53,9.17,10.68,0.96,-1.38,-0.170000000000002
270,0.004198,0.024786,0.009067,16.29,0.00231,0.003839,21.82,0.210486,10.86,10.44,9.13,1.86,2.4,-4.95
271,0.011028,0.018312,0.010314,0.24,0.001106,0.002728,19.81,0.492338,9.85,9.93,10.92,-1.43,-1.2,2.11
272,0.007857,0.021504,0.00684,11.36,0.001553,0.002463,20.36,0.396014,9.11,9.49,10.33,-2.52,4.66,-1.79000000000001
273,0.004917,0.015343,0.013088,5.22,0.002851,0.003102,18.25,0.303117,10.1,10.88,9.6,2.94,-3.31,3.95
274,0.005554,0.022626,0.007103,2.08,0.001901,0.003262,21.75,0.184912,10.95,9.11,9.72,3.92,-0.29,-2.27
275,0.00722,0.019275,0.01335,15.71,0.002698,0.002186,19.64,0.527798,9.96,10.52,10.46,-4.34,1.44,4.49
276,0.01166,0.02122,0.009485,7.13,0.002142,0.002888,20.19,0.358598,9.21,10.08,10.8,-0.46,-3.03,-4.11
277,0.003566,0.016931,0.010733,10.7,0.001438,0.003562,18.18,0.326737,10.21,9.54,9,0.04,4.33,1.31999999999999
278,0.003033,0.022114,0.014356,13.01,0.001227,0.003138,20.99,0.417079,9.41,10.82,10.55,2.18,-4.41,3.56999999999999
279,0.009702,0.01595,0.005609,9.15,0.002431,0.002312,18.88,0.260477,10.41,9.31,9.25,-2.38,3.26,-0.769999999999996
280,0.009178,0.024145,0.011583,18.08,0.002972,0.002512,21.45,0.12593,10.66,9.87,9.98,-3.44,-2.3,0.329999999999998
281,0.006086,0.017669,0.007835,4.12,0.001674,0.003936,19.44,0.594564,9.66,10.25,10.21,3.24,0.99,-2.53
282,0.006157,0.023053,0.011281,15.83,0.001276,0.003076,19.89,0.561614,9.16,9.77,9.81,-2.81,-3.12,-0.640000000000001
283,0.009078,0.018765,0.007533,1.97,0.002074,0.002497,22,0.155003,10.15,10.35,10.01,3,4.24,3.45999999999999
284,0.002958,0.017359,0.005307,6.94,0.001813,0.003872,20.44,0.450036,9.9,9.33,9.46,-1.37,1.5,0.450000000000003
285,0.003676,0.022307,0.009789,9.28,0.001602,0.003453,18.63,0.29819,10.73,10.06,10.98,-0.78,-2.2,4.42
286,0.007286,0.024025,0.007407,4.32,0.002348,0.002827,19.19,0.495322,9.48,9.01,9.56,4.84,-4.47,1.33
287,0.005439,0.017862,0.013654,17.89,0.001049,0.003747,21.2,0.213451,10.48,10.62,10.26,-4.41,3.2,-4.17
288,0.004827,0.020106,0.006536,14.73,0.002202,0.003899,18.8,0.331576,10.58,9.39,10.39,-3.74,0.09,2.09999999999999
289,0.007899,0.016758,0.012784,8.69,0.001405,0.002542,20.81,0.363435,9.58,10.98,9.69,3.3,-1.32,-4.89
290,0.006169,0.015855,0.012088,4.03,0.002659,0.003348,21.96,0.298511,10.21,10.45,10.04,-4.05,2.7,4.68000000000001
291,0.004293,0.019414,0.01001,3.66,0.002646,0.003168,21.37,0.182019,10.33,9.96,10.86,-2.32,-4.21,-1.8
292,0.002345,0.024671,0.014884,0.05,0.002935,0.003525,19.56,0.599394,9.03,10.68,9.34,-0.48,4.6,-3.31
293,0.01042,0.01851,0.006136,16.49,0.001731,0.002917,21.58,0.130772,10.04,9.19,10.6,0.29,-3.37,1.11
294,0.008461,0.021702,0.012266,5.1,0.001178,0.002149,18,0.257578,10.78,9.63,10.14,3.9,2.49,-0.299999999999997
295,0.006775,0.015229,0.008519,11.48,0.002476,0.003291,20.11,0.414208,9.79,10.25,9.94,-4.09,-1.11,3.09999999999999
296,0.006396,0.021424,0.012943,4.95,0.001757,0.002971,21.81,0.277629,9.51,9.56,9.96,-1.17,3.74,4.86
297,0.008868,0.0154,0.00669,18.5,0.002585,0.003578,19.83,0.433038,10.51,10.07,10.22,0.89,-4.85,-2.05
298,0.010642,0.024705,0.010481,9.89,0.002012,0.003347,20.25,0.580322,10.26,10.5,10.5,4.45,0.84,1.84999999999999
299,0.002094,0.018369,0.00923,13.53,0.001342,0.002204,18.36,0.110967,9.26,9.12,9.3,-4.73,-2.12,-4.04000000000001
300,0.003875,0.023176,0.005665,10.26,0.001114,0.002597,20.55,0.513724,10.12,10.27,10.75,-3.05,1.57,-1.14
301,0.008161,0.02052,0.00836,15.21,0.002873,0.003221,21.01,0.343752,9.87,9.29,9.71,1.33,3.84,-3.05
302,0.004615,0.016371,0.012112,1.33,0.001546,0.002329,19.12,0.374878,10.87,10.83,10.48,-1.67,-2.57,0.269999999999996
303,0.005232,0.024098,0.008,5.73,0.002706,0.002052,20.88,0.475456,10.19,9.19,10.35,-0.22,-0.71,-3.51000000000001
304,0.007543,0.017759,0.011753,12.09,0.001878,0.003381,18.99,0.194318,9.19,10.69,9.58,0.57,1.94,0.670000000000002
305,0.011962,0.022067,0.005461,0.66,0.001463,0.003678,21.44,0.317081,9.94,10.13,9.17,4.15,-3.44,-0.430000000000007
306,0.003262,0.01604,0.014213,17.12,0.002133,0.002757,19.45,0.411195,10.94,9.75,10.88,-3.81,4.83,2.59
307,0.002711,0.021164,0.010883,19.16,0.002407,0.002427,21.64,0.242777,9.68,10.9,9.42,-3.37,-3.97,2.20999999999999
308,0.010025,0.017013,0.009631,3.04,0.001236,0.003007,19.75,0.46215,10.67,9.48,10.63,3.65,2.74,-4.39
309,0.005783,0.019356,0.006936,8.05,0.002994,0.002631,18.19,0.143863,9.42,10.46,9.83,-1.97,0.47,-1.38
310,0.006037,0.02086,0.009037,1.72,0.001005,0.002805,20.32,0.202835,10.55,9.84,9.24,0.11,-1.41,2.34999999999999
311,0.00919,0.017199,0.010285,15.5,0.002333,0.00363,18.3,0.484453,9.55,10.29,10.94,-0.38,0.3,-4.56999999999999
312,0.009925,0.022892,0.006264,6.57,0.002765,0.003429,21.87,0.40414,9.3,10.86,10.28,-4.26,-4.3,4.34
313,0.002849,0.018918,0.012512,10.61,0.001592,0.002004,19.76,0.310522,10.3,9.27,9.52,3.99,3.04,-1.56
314,0.003557,0.023873,0.012385,13.27,0.001866,0.002678,21.07,0.470174,9.07,10.12,10.03,3.17,-3.27,-3.65000000000001
315,0.011708,0.018024,0.008637,9.57,0.002538,0.003754,19.06,0.252273,10.06,9.5,9.77,-3.52,4.38,0.849999999999994
316,0.005328,0.01568,0.00602,4.66,0.001293,0.00238,18.5,0.543178,9.82,10.56,10.69,2.1,2.27,2.76000000000001
317,0.00471,0.023539,0.01378,7.81,0.002454,0.00222,21.5,0.440693,9.24,9.46,10.57,1.04,4.12,-1
318,0.008025,0.019563,0.005032,13.78,0.001126,0.003331,19.39,0.283827,10.25,10.92,9.37,-0.69,-2.89,3.18000000000001
319,0.00417,0.016594,0.007806,18.88,0.002887,0.002955,18.93,0.570704,10,9.9,10.16,4.94,0,0.0900000000000034
320,0.004724,0.015052,0.014589,12.1,0.001603,0.002449,19.42,0.177307,10.18,10.77,9.33,2.3,-3.88,4.93000000000001
321,0.008577,0.024521,0.009906,12.36,0.001414,0.00397,21.7,0.366239,9.39,9.69,10.82,-1.51,3.28,1.70999999999999
322,0.006649,0.018671,0.011153,6.06,0.002244,0.002582,19.68,0.334632,10.38,10.19,9.11,1.78,-4.67,-3.87
323,0.00691,0.024858,0.005498,17.5,0.001525,0.003152,18.49,0.354,10.16,9.62,9.03,3.48,2.05,-3.13
324,0.010126,0.021263,0.00796,12.65,0.002268,0.002526,19.95,0.188034,9.91,10.57,10.45,-2.15,4.94,-0.129999999999995
325,0.0026,0.015549,0.011712,8.93,0.001066,0.003915,21.93,0.532397,10.91,9.06,9.74,2.35,-3.67,2.97
326,0.010668,0.016396,0.011013,10.59,0.001926,0.003072,18.34,0.342365,9.32,9.19,9.27,3.22,-1.22,-2.84999999999999
327,0.010843,0.016531,0.007129,11.22,0.002057,0.002164,21.14,0.590938,10.71,9.8,10,-0.01,-3.77,-4.75
328,0.007647,0.02334,0.010687,2.33,0.002594,0.002902,18.69,0.420705,10.46,9.35,9.28,-3.94,0.39,3.84
329,0.005119,0.019813,0.009435,16.13,0.001799,0.00354,20.68,0.264571,9.46,10.77,10.55,4.37,-1.66,-1.67
330,0.005732,0.021905,0.010444,11.72,0.00295,0.003825,19.32,0.148384,9.61,9.25,10.67,2.52,-4.76,4.59
331,0.007034,0.016193,0.009191,5.44,0.001653,0.002749,21.31,0.554499,10.6,10.63,9.41,-2.95,3.53,-2.39
332,0.003774,0.0176,0.006731,0.33,0.002397,0.003124,20.75,0.239974,9.36,9.68,10.07,1.42,0.64,-4.31
333,0.003213,0.02273,0.008166,3.3,0.002186,0.0037,18.07,0.384946,10.03,10.96,9.62,0.76,-0.56,-0.819999999999993
334,0.009513,0.019206,0.011919,19.49,0.001483,0.002874,20.05,0.290595,9.03,9.42,10.32,-0.96,1.79,3.59999999999999
335,0.008981,0.021011,0.005862,8.42,0.001927,0.002076,19.62,0.223008,9.77,9.98,10.92,-4.87,-2.67,-2.81
336,0.006292,0.017174,0.014614,14.41,0.002723,0.0035,21.51,0.503406,10.78,10.39,9.15,4.67,4.05,0.590000000000003
337,0.006225,0.024554,0.008436,8.81,0.001826,0.002577,18.84,0.552527,10.46,10.87,9.39,2.91,2.52,-4.22
338,0.00901,0.01855,0.012183,12.74,0.002531,0.003997,20.79,0.146389,9.47,9.26,10.69,-2.55,-3.87,1.44
339,0.009563,0.021585,0.005662,3.85,0.002068,0.003203,19.35,0.241961,9.71,9.83,10.09,-1.47,0.41,-2.45999999999999
340,0.003202,0.015268,0.01441,17.73,0.00127,0.002373,21.27,0.461075,10.72,10.3,9.85,1.83,-1.6,4.68000000000001
341,0.003743,0.020066,0.010532,15.98,0.001059,0.002952,19.59,0.315944,9.92,9.09,10.34,1,2.15,0.519999999999996
342,0.01153,0.016874,0.009285,2.44,0.002357,0.003622,21.54,0.410317,10.92,10.53,9.6,-0.73,-0.8,-2.72
343,0.007043,0.02366,0.012916,11.05,0.002804,0.003326,18.1,0.478042,10.17,10.1,9.14,-4.63,4.88,3.68000000000001
344,0.005684,0.019531,0.006668,7.41,0.0016,0.002246,20.02,0.197652,9.16,9.52,10.93,4.89,-3.69,-0.879999999999996
345,0.005052,0.022189,0.013141,0.53,0.002652,0.002399,19.98,0.345057,9.77,10.49,10.81,3.21,-0.51,2.88
346,0.007675,0.015869,0.006894,16.65,0.001948,0.003041,21.9,0.375465,10.77,9.89,9.01,-3.48,1.82,-0.0600000000000023
347,0.010893,0.023908,0.010915,5.58,0.001391,0.003775,18.46,0.510939,10.02,9.45,9.73,-2.41,-2.78,1.04000000000001
348,0.004381,0.017901,0.009667,11.64,0.002189,0.002667,20.41,0.166584,9.02,10.93,10.46,2.15,3.94,-3.22
349,0.00257,0.023015,0.0054,14.58,0.002478,0.002025,18.73,0.577247,10.35,9.71,9.98,0.07,-4.79,-1.59999999999999
350,0.008372,0.020671,0.008017,19.65,0.001722,0.003649,19.21,0.278278,9.6,10.72,10.56,-4.3,-1.9,-4.84
351,0.006862,0.017476,0.011765,3.19,0.002925,0.002792,21.16,0.434403,10.6,9.15,9.26,3.95,0.75,2
352,0.006641,0.021202,0.00736,10.41,0.001332,0.003471,20.98,0.25841,10.82,10.59,9.35,0.64,-3.15,0
353,0.010573,0.022609,0.009821,15.36,0.002587,0.002848,21.46,0.596136,9.08,9.6,10.17,-4.98,-1.05,3.25
354,0.002161,0.019239,0.011074,1.8,0.001759,0.003705,19.41,0.128231,10.07,10.03,9.88,4.56,2.24,-1.09
355,0.00412,0.024216,0.013993,4.48,0.001533,0.003097,21.73,0.522323,9.31,9.36,10.42,2.64,-1.54,-3.8
356,0.006388,0.01999,0.013708,15.51,0.002187,0.002696,19.85,0.512183,10.57,10.25,10.19,-2.41,-3.33,-1.09
357,0.008092,0.022184,0.011298,9.42,0.002292,0.002721,20.21,0.332698,10.56,10.32,9.1,-1.74,-4.27,-1.95999999999999
358,0.004682,0.016002,0.007545,13.37,0.00112,0.003829,18.16,0.364327,9.56,9.8,10.83,1.54,3.08,4.79000000000001
359,0.00532,0.023216,0.012342,19.01,0.002131,0.003551,21.84,0.498091,9.38,10.22,10.96,0.32,1.15,-1.47
360,0.007455,0.019848,0.00859,2.57,0.001461,0.002881,19.79,0.21648,10.38,9.66,9.22,-0.12,-2.46,4.27
361,0.003488,0.016254,0.006128,7.58,0.002716,0.003257,18.27,0.39051,9.63,10.65,10.3,4.26,-4.57,2.44
362,0.002799,0.021541,0.008814,6.2,0.002988,0.003927,20.59,0.230762,10.98,9.99,9.75,3.58,4.18,2.69
363,0.009936,0.01536,0.010066,12.25,0.001662,0.002508,18.54,0.448655,9.99,10.38,10.05,-3.16,-2.87,-0.480000000000004
364,0.007517,0.021149,0.012242,7.8,0.002058,0.003169,20.91,0.462685,10.13,9.01,10.31,1.83,-2.32,-4.63
365,0.006008,0.018329,0.012762,17.28,0.00242,0.003132,19.02,0.157834,10.24,9.42,9.48,2.46,-0.13,-3.72
366,0.005792,0.021747,0.01064,13.74,0.001578,0.003304,21.4,0.223657,9.86,10.8,9.57,-0.6,1.69,2.52
367,0.009433,0.015115,0.009393,9.72,0.002752,0.00213,19.48,0.504772,10.86,9.32,10.37,0.17,-0.34,-0.340000000000003
368,0.002781,0.018709,0.007166,4.81,0.001011,0.003504,18.96,0.28775,9.11,10.36,9.16,-4.21,-2.61,-3.58
369,0.003312,0.023501,0.007899,1.56,0.001284,0.003178,20.14,0.45631,10.25,9.03,10.64,-3.62,3.63,-1.29000000000001
370,0.007476,0.02022,0.005515,6.41,0.00254,0.002554,21.67,0.149688,9.5,10.04,9.82,2.01,0.89,-4.45999999999999
371,0.00526,0.016713,0.014263,10.13,0.001868,0.003881,19.72,0.555086,10.5,9.59,10.11,-2.2,-2.08,2.3
372,0.004623,0.023756,0.005937,17.02,0.002881,0.003721,20.28,0.423291,10.44,10.42,10.24,-0.91,-4.02,-3.98
373,0.011319,0.02235,0.008163,11.89,0.001139,0.002095,21.78,0.120698,9.68,9.38,9.28,4.72,-1.76,-2.14
374,0.003945,0.01572,0.011911,5.91,0.002468,0.003456,19.86,0.590061,10.68,10.99,10.52,-4.53,0.6,4.92
375,0.002144,0.020821,0.013034,7.96,0.002242,0.003844,21.04,0.187217,9.95,9.65,9.03,-2.69,-0.68,0.180000000000007
376,0.010632,0.017316,0.006787,14.25,0.001412,0.002705,19.09,0.531321,10.95,10.22,10.77,3.12,1.99,-2.98
377,0.008801,0.022852,0.010417,2.82,0.001997,0.00247,20.52,0.357273,10.2,10.66,10.49,1.69,-3.57,3.42
378,0.006424,0.019035,0.009169,19.35,0.002669,0.003081,18.6,0.32614,9.2,9.22,9.7,-1.25,4.72,-1.22
379,0.002739,0.017736,0.010122,0.96,0.001524,0.002155,19.71,0.476721,10.75,9.33,10.66,-4.61,4.35,-3.70999999999999
380,0.008433,0.019089,0.006091,10.74,0.002277,0.00379,21.34,0.337463,10.47,9.1,10.4,3.69,0.96,3.93000000000001
381,0.002356,0.017058,0.008629,15.65,0.001523,0.002414,20.85,0.519023,9.73,10.09,9.07,-1.94,3.22,2.18000000000001
382,0.004324,0.022022,0.006316,17.97,0.001812,0.002776,18.03,0.101501,10.9,9.3,10.62,-0.26,-2.99,3.02
383,0.00789,0.024365,0.00901,13.12,0.002051,0.003402,19.53,0.443462,9.15,10.26,9.92,4.12,-0.25,1.18000000000001
384,0.004874,0.01756,0.010263,9.08,0.001349,0.002041,21.61,0.286856,10.14,9.86,10.15,-3.84,1.45,-3.40000000000001
385,0.005506,0.020409,0.009859,3.45,0.002399,0.002326,18.39,0.137452,10.79,10.15,10.03,-3.01,4.63,0.390000000000001
386,0.007258,0.016414,0.011111,19.96,0.001197,0.00325,20.47,0.54407,9.8,9.72,9.79,2.74,-3.33,-2.54000000000001
387,0.005469,0.020725,0.012821,2.34,0.002886,0.003959,19.15,0.451423,9.41,9.18,9.52,-3.15,-3.56,0.530000000000001
388,0.003686,0.019695,0.013573,14.88,0.00294,0.002624,21.97,0.248954,10.04,10.71,10.74,-1.64,-1.22,-0.709999999999994
389,0.002988,0.024975,0.011492,11.25,0.002729,0.002199,19.15,0.400883,9.34,9.93,9.2,-1.2,0.05,-4.08
390,0.009737,0.018167,0.00774,5.29,0.001933,0.003373,21.23,0.307982,10.34,10.45,11,0.86,-1.35,1.26000000000001
391,0.006205,0.015511,0.005044,0.18,0.002173,0.002999,20.71,0.485514,9.59,9.48,9.55,-4.77,-4.09,4.5
392,0.006115,0.020289,0.014121,19.7,0.002774,0.002015,20.22,0.514168,9.1,10.98,10.44,4.33,2.43,1.39
393,0.009111,0.016607,0.005368,3.73,0.001572,0.003435,18.14,0.171259,10.09,9.4,9.74,-3.98,-1.16,-4.2
394,0.009691,0.023571,0.011816,14.84,0.001019,0.00364,21.72,0.340382,10.85,9.97,9.02,-0.04,4.54,4.40000000000001
395,0.003083,0.019576,0.008064,8.62,0.002315,0.002809,19.67,0.372236,9.85,10.41,10.78,0.4,-3.43,-2.2
396,0.003635,0.024465,0.006999,5.02,0.002104,0.002389,21.48,0.28198,10.52,9.2,9.27,2.39,2.88,-2.62
397,0.007173,0.021809,0.009538,0.15,0.001845,0.003765,20.96,0.573045,9.27,10.24,10.2,-3.24,0.15,-0.700000000000003
398,0.005562,0.015001,0.01079,16.44,0.002547,0.002685,18.91,0.104419,10.27,9.64,9.99,3.51,-1.26,3.48
399,0.004945,0.022967,0.009332,10.79,0.001701,0.002962,21.09,0.253842,10.67,10.35,9.87,4.64,-4.52,-0.239999999999995
400,0.00779,0.018975,0.010584,7.01,0.002903,0.003605,19.04,0.472479,9.67,9.78,10.07,-4.91,3.13,3.08
401,0.011017,0.020936,0.006637,15.93,0.002444,0.003336,20.6,0.541123,9.42,9.34,10.66,-0.99,-2.25,-3.31999999999999
402,0.004248,0.017255,0.012889,1.9,0.001148,0.002229,18.52,0.134508,10.42,10.79,9.39,0.72,1.02,1.17
403,0.002466,0.022454,0.012059,4.24,0.001437,0.002587,20.33,0.490426,9.21,9.57,10.91,1.46,-0.16,4.03
404,0.010309,0.015648,0.008306,17.94,0.002233,0.003979,18.28,0.208552,10.22,10.05,9.14,-1.81,1.55,-1.86
405,0.006727,0.017992,0.005768,12.85,0.001974,0.002355,19.78,0.397933,9.97,9.01,10.32,2.56,4.28,-4.86
406,0.004162,0.024496,0.008219,0.68,0.00105,0.002742,20.97,0.336295,10.93,10.33,9.93,3.68,0.43,-3.98
407,0.008754,0.017636,0.008865,17.05,0.001082,0.002517,20.03,0.386793,10.74,9.18,9.53,-2.49,0.54,0.290000000000006
408,0.002053,0.01623,0.006483,12.16,0.002843,0.003142,21.53,0.220667,9.49,10.14,10.95,3.13,2.81,3.3
409,0.004001,0.02094,0.008465,14.2,0.002617,0.003534,19.34,0.560014,10.13,9.47,9.49,4.03,-3.51,1.83
410,0.008194,0.022659,0.006239,19.08,0.001372,0.002159,18.85,0.233976,9.88,10.46,10.05,-0.35,-0.78,4.92
411,0.004572,0.019154,0.014986,3.09,0.002044,0.003267,20.77,0.453345,10.88,9.91,9.78,0.15,1.89,-2.08
412,0.005185,0.021315,0.005214,9.99,0.001203,0.003114,19.23,0.585221,10.06,10.08,9.9,1.74,3.9,4.14
413,0.007581,0.01562,0.013962,13.46,0.002377,0.002445,21.15,0.115862,9.06,9.55,10.17,-1.54,-2.51,-1.36
414,0.011851,0.024909,0.007598,4.85,0.002964,0.002738,18.71,0.270779,9.81,9.12,10.57,-2.63,1.63,2.23
